,0
351,0.043252484
352,0.042819357
353,0.042599408
354,0.043829556
355,0.043474089
356,0.043027718
357,0.043624045
358,0.04358617
359,0.044343243
360,0.043915448
361,0.042595707
362,0.041771257
363,0.041822937
364,0.041213659
365,0.040464734
366,0.042468727
367,0.04230806
368,0.042401115
369,0.041549803
370,0.040395249
371,0.039568268
372,0.03964108
373,0.038771038
374,0.039422831
375,0.03976158
376,0.040641742
377,0.040515181
378,0.040437598
379,0.039017992
380,0.03753847
381,0.037882529
382,0.037874754
383,0.03771061
384,0.039043194
385,0.038579916
386,0.038946758
387,0.040659822
388,0.04083484
389,0.039228293
390,0.038778638
391,0.038185786
392,0.037277876
393,0.038092935
394,0.035799381
395,0.03511635
396,0.03532756
397,0.036452566
398,0.037065791
399,0.037616589
400,0.037969608
401,0.038226166
402,0.038653458
403,0.039892979
404,0.039895895
405,0.037932179
406,0.038533571
407,0.038525023
408,0.037579955
409,0.03741725
410,0.038485531
411,0.038778661
412,0.03961551
413,0.040256825
414,0.040371846
415,0.039733979
416,0.038545542
417,0.037175638
418,0.037545832
419,0.037419393
420,0.037125302
421,0.038002782
422,0.03930608
423,0.039293156
424,0.038645517
425,0.037819767
426,0.037409329
427,0.037010268
428,0.037083295
429,0.036716614
430,0.038116334
431,0.038964464
432,0.038586582
433,0.038498905
434,0.038923005
435,0.038403841
436,0.039160212
437,0.038570034
438,0.035991729
439,0.036677587
440,0.037643519
441,0.039691171
442,0.040472571
443,0.041187243
444,0.0402054
445,0.042345329
446,0.041508342
447,0.0413495
448,0.042033293
449,0.042103063
450,0.042032896
451,0.042903262
452,0.044682461
453,0.045564478
454,0.046144746
455,0.047231715
456,0.048857631
457,0.049252051
458,0.052184435
459,0.055433029
460,0.058357476
461,0.05991346
462,0.062801703
463,0.065509988
464,0.070348327
465,0.074509002
466,0.077791672
467,0.083079919
468,0.088570198
469,0.092184869
470,0.096017295
471,0.099014947
472,0.10295373
473,0.10648284
474,0.10943645
475,0.11266984
476,0.11491705
477,0.11725988
478,0.12027682
479,0.12280762
480,0.1252102
481,0.12643385
482,0.12732432
483,0.12861962
484,0.1274265
485,0.12639059
486,0.12670849
487,0.12545221
488,0.12506408
489,0.12529258
490,0.12295748
491,0.12143303
492,0.11812571
493,0.11530228
494,0.11236273
495,0.11000556
496,0.10727559
497,0.10432869
498,0.10123654
499,0.097945162
500,0.09498023
501,0.091877023
502,0.0879382
503,0.084350578
504,0.081268218
505,0.079077396
506,0.0764963
507,0.073040854
508,0.071757381
509,0.068416357
510,0.067008646
511,0.064570611
512,0.062646423
513,0.060751112
514,0.058710021
515,0.05587644
516,0.053918844
517,0.053897267
518,0.052348618
519,0.050839701
520,0.051519451
521,0.051935984
522,0.054410601
523,0.055391902
524,0.056475737
525,0.057808829
526,0.059611592
527,0.062399231
528,0.065423342
529,0.067495946
530,0.069897986
531,0.072730715
532,0.074684691
533,0.078065967
534,0.081179313
535,0.085308838
536,0.089411578
537,0.090092475
538,0.091562529
539,0.092146256
540,0.092448902
541,0.0935577
542,0.09176497
543,0.091034499
544,0.089336228
545,0.088165338
546,0.086447367
547,0.08285847
548,0.081196184
549,0.077622295
550,0.073572157
551,0.070290649
552,0.066895892
553,0.064463754
554,0.060563585
555,0.057364205
556,0.053732408
557,0.050603572
558,0.048924876
559,0.047354028
560,0.044809398
561,0.041612399
562,0.040447042
563,0.03899434
564,0.0379326
565,0.037974672
566,0.037311909
567,0.037697881
568,0.038802508
569,0.038559593
570,0.038287742
571,0.038097306
572,0.038081374
573,0.037411469
574,0.038194098
575,0.037997581
576,0.038393062
577,0.038359715
578,0.038382053
579,0.038722721
580,0.038398637
581,0.03821099
582,0.038057417
583,0.038780365
584,0.037451331
585,0.036440087
586,0.036237338
587,0.034421913
588,0.035835613
589,0.036547418
590,0.036533214
591,0.035426698
592,0.034298399
593,0.03438536
594,0.034319443
595,0.033780473
596,0.032694972
597,0.03217414
598,0.031584933
599,0.03182989
600,0.03179866
601,0.032446076
602,0.031898013
603,0.032173095
604,0.030941839
605,0.031427219
606,0.032189715
607,0.032813137
608,0.032449477
609,0.032177313
610,0.031063792
611,0.03183191
612,0.031257007
613,0.030674612
614,0.030822655
615,0.030285073
616,0.029924166
617,0.029532456
618,0.029157115
619,0.027938014
620,0.02948853
621,0.02958756
622,0.030312304
623,0.030200166
624,0.030909172
625,0.030793079
626,0.02972048
627,0.029999448
628,0.030662926
629,0.03211546
630,0.031604095
631,0.032029961
632,0.03141897
633,0.032183126
634,0.031812283
635,0.032315365
636,0.032180373
637,0.032652704
638,0.032089692
639,0.032323541
640,0.031540545
641,0.031639371
642,0.033522045
643,0.033863935
644,0.03420162
645,0.03388246
646,0.034492854
647,0.036937499
648,0.037699704
649,0.03829526
650,0.037549585
651,0.039049777
652,0.039453454
653,0.039451233
654,0.03933866
655,0.039783265
656,0.039381244
657,0.039484987
658,0.039236136
659,0.039620135
660,0.039388032
661,0.039495783
662,0.039321391
663,0.040470716
664,0.042262872
665,0.042657687
666,0.043521295
667,0.044693339
668,0.046522248
669,0.047796349
670,0.050026435
671,0.052090144
672,0.054368933
673,0.055538717
674,0.059343348
675,0.06214978
676,0.065254322
677,0.070168391
678,0.073892538
679,0.077640137
680,0.081222955
681,0.086270685
682,0.090835108
683,0.095394455
684,0.098676885
685,0.10275986
686,0.10748088
687,0.11178811
688,0.11532722
689,0.11973145
690,0.12249899
691,0.12612791
692,0.12799587
693,0.12985118
694,0.13180979
695,0.13474343
696,0.1370023
697,0.13824331
698,0.13704923
699,0.13597917
700,0.13703268
701,0.13658467
702,0.13550749
703,0.13384464
704,0.13268703
705,0.13121825
706,0.13100362
707,0.12799287
708,0.12432983
709,0.12109602
710,0.11826356
711,0.11548126
712,0.11179377
713,0.10859923
714,0.10491413
715,0.10036771
716,0.095986822
717,0.092834806
718,0.088113355
719,0.0842124
720,0.080639285
721,0.076515094
722,0.072903593
723,0.069887852
724,0.067258691
725,0.064424681
726,0.062701247
727,0.060381146
728,0.05834549
729,0.057238897
730,0.05508916
731,0.053602983
732,0.051995141
733,0.051358775
734,0.051715744
735,0.052804003
736,0.05288574
737,0.053619421
738,0.055646302
739,0.057958997
740,0.060342036
741,0.062962713
742,0.064943892
743,0.068738185
744,0.070844491
745,0.073443193
746,0.075955957
747,0.078374398
748,0.080428746
749,0.081323865
750,0.083803743
751,0.084461662
752,0.085817952
753,0.086910898
754,0.087715567
755,0.087181059
756,0.085475034
757,0.082795466
758,0.083127534
759,0.082564171
760,0.079814738
761,0.076122842
762,0.07394021
763,0.072362926
764,0.069718683
765,0.06704967
766,0.063852182
767,0.061364756
768,0.057512348
769,0.054799459
770,0.052555118
771,0.049868765
772,0.046132664
773,0.044333146
774,0.041027843
775,0.03983218
776,0.037290593
777,0.036210899
778,0.036103718
779,0.035876559
780,0.034824647
781,0.034619275
782,0.034825753
783,0.034267416
784,0.034653999
785,0.034955121
786,0.034971471
787,0.036934385
788,0.038074563
789,0.037849625
790,0.037096234
791,0.036910491
792,0.037055473
793,0.037948467
794,0.037215733
795,0.038743269
796,0.039762413
797,0.040573475
798,0.04104971
799,0.042048251
800,0.044306917
801,0.043919398
802,0.044130172
803,0.04406579
804,0.042759258
805,0.042429692
806,0.043786361
807,0.04594286
808,0.046254914
809,0.046078138
810,0.045471063
811,0.046681641
812,0.048675935
813,0.04820972
814,0.047559095
815,0.046805335
816,0.046177146
817,0.045717052
818,0.046478091
819,0.047470414
820,0.047814317
821,0.048241197
822,0.048002873
823,0.049297393
824,0.048308068
825,0.049856353
826,0.048904578
827,0.049479737
828,0.048709935
829,0.04763698
830,0.047550289
831,0.0473939
832,0.047882397
833,0.047924345
834,0.049621971
835,0.05068354
836,0.050389514
837,0.049940019
838,0.050021966
839,0.049510399
840,0.049894481
841,0.050201876
842,0.050027119
843,0.049440879
844,0.049091532
845,0.049914085
846,0.049196593
847,0.049082719
848,0.048121327
849,0.047966946
850,0.047007026
851,0.04550424
852,0.0462052
853,0.046725142
854,0.047475726
855,0.049155774
856,0.049724847
857,0.049851692
858,0.049106153
859,0.048456761
860,0.048506264
861,0.048893595
862,0.048328153
863,0.04818676
864,0.047532381
865,0.047381071
866,0.047921552
867,0.048199821
868,0.048002628
869,0.047621693
870,0.048745311
871,0.048682594
872,0.04678175
873,0.04730942
874,0.04781278
875,0.048649094
876,0.048582642
877,0.048912532
878,0.049127329
879,0.048286914
880,0.047747618
881,0.048089901
882,0.0491126
883,0.049726726
884,0.05054181
885,0.050709614
886,0.051399782
887,0.053607601
888,0.055790714
889,0.056705353
890,0.05902972
891,0.061491971
892,0.06501665
893,0.069110991
894,0.072938765
895,0.076594144
896,0.080065492
897,0.083606715
898,0.08694199
899,0.090995148
900,0.095055806
901,0.099144588
902,0.1043064
903,0.10783449
904,0.11042479
905,0.11280875
906,0.11495468
907,0.11769505
908,0.12053379
909,0.12121372
910,0.12263281
911,0.12278243
912,0.12392423
913,0.12417753
914,0.1247697
915,0.12467496
916,0.12469084
917,0.12406941
918,0.12412154
919,0.12349732
920,0.12202278
921,0.11895834
922,0.11679289
923,0.11618111
924,0.11348678
925,0.11093794
926,0.10822284
927,0.10551275
928,0.10345921
929,0.099815631
930,0.097590175
931,0.094744319
932,0.091391639
933,0.087495251
934,0.085417561
935,0.08218503
936,0.078676508
937,0.075351518
938,0.072374835
939,0.069678892
940,0.068305061
941,0.065984636
942,0.063215605
943,0.060519659
944,0.058906069
945,0.057012199
946,0.055244752
947,0.053648689
948,0.05337613
949,0.052122336
950,0.051948225
951,0.05183728
952,0.054072921
953,0.053990083
954,0.055575421
955,0.058086251
956,0.060808
957,0.063238778
958,0.064661519
959,0.066339562
960,0.071006839
961,0.074757303
962,0.078770562
963,0.080548186
964,0.083617241
965,0.085315588
966,0.089056483
967,0.089631282
968,0.090172528
969,0.089192483
970,0.089804799
971,0.09036107
972,0.089401026
973,0.088463979
974,0.086434748
975,0.084256379
976,0.081548076
977,0.078254089
978,0.074464203
979,0.07014386
980,0.067391193
981,0.064555747
982,0.060871868
983,0.057564042
984,0.055220107
985,0.051306384
986,0.048470456
987,0.047178557
988,0.045647522
989,0.043107335
990,0.041359973
991,0.03921795
992,0.038152628
993,0.037466437
994,0.037452109
995,0.036542224
996,0.035614979
997,0.035108026
998,0.035931518
999,0.035622002
1000,0.036559286
1001,0.03643815
1002,0.036004716
1003,0.034023648
1004,0.03430513
1005,0.033914127
1006,0.032952964
1007,0.032507188
1008,0.033631164
1009,0.035435158
1010,0.034828507
1011,0.034171251
1012,0.034621123
1013,0.033693965
1014,0.034900682
1015,0.035935835
1016,0.035974978
1017,0.034531746
1018,0.035433881
1019,0.036497084
1020,0.038279575
1021,0.038067468
1022,0.036520952
1023,0.035629242
1024,0.035897772
1025,0.034270495
1026,0.033661697
1027,0.032467367
1028,0.033130024
1029,0.034314261
1030,0.035005817
1031,0.036199162
1032,0.036237155
1033,0.037658308
1034,0.037520586
1035,0.038535114
1036,0.038403138
1037,0.037709626
1038,0.036328358
1039,0.035124171
1040,0.035681739
1041,0.036202406
1042,0.036357099
1043,0.036117278
1044,0.035926085
1045,0.035621417
1046,0.034990502
1047,0.035797509
1048,0.036187608
1049,0.035945232
1050,0.035336432
1051,0.035458472
1052,0.035021306
1053,0.036193871
1054,0.036969034
1055,0.036216754
1056,0.036675321
1057,0.037463471
1058,0.037244357
1059,0.036230706
1060,0.034976498
1061,0.035862948
1062,0.036212295
1063,0.035363932
1064,0.03642006
1065,0.03672129
1066,0.03494101
1067,0.035191348
1068,0.03557103
1069,0.035842266
1070,0.034567191
1071,0.033233142
1072,0.033658638
1073,0.033823532
1074,0.034540079
1075,0.03390727
1076,0.03618668
1077,0.036609587
1078,0.037797812
1079,0.037636964
1080,0.036708229
1081,0.036886345
1082,0.035095585
1083,0.03608269
1084,0.035014546
1085,0.034509077
1086,0.033065293
1087,0.032972267
1088,0.033904916
1089,0.034480419
1090,0.034773776
1091,0.033752894
1092,0.033352998
1093,0.032452438
1094,0.031827561
1095,0.032957979
1096,0.033711493
1097,0.034242887
1098,0.034689079
1099,0.036061946
1100,0.036595447
1101,0.038471264
1102,0.039550779
1103,0.04170567
1104,0.041270805
1105,0.042995308
1106,0.046401482
1107,0.048416914
1108,0.050710644
1109,0.054046077
1110,0.057200726
1111,0.061270622
1112,0.064286155
1113,0.066291592
1114,0.070324254
1115,0.073182413
1116,0.076088554
1117,0.080713035
1118,0.08430172
1119,0.088324398
1120,0.092384366
1121,0.097265025
1122,0.1006699
1123,0.10418756
1124,0.10844124
1125,0.11223687
1126,0.11485288
1127,0.11562139
1128,0.11696708
1129,0.11863269
1130,0.1188989
1131,0.11874147
1132,0.11856829
1133,0.11903066
1134,0.1165055
1135,0.11630332
1136,0.1164551
1137,0.11587027
1138,0.11546476
1139,0.11341938
1140,0.11203271
1141,0.10987935
1142,0.10888438
1143,0.10601778
1144,0.10315348
1145,0.10114253
1146,0.097574351
1147,0.093517883
1148,0.090162245
1149,0.086790645
1150,0.083850752
1151,0.080986312
1152,0.077130505
1153,0.074454649
1154,0.070607634
1155,0.068780101
1156,0.06555268
1157,0.061829161
1158,0.059815324
1159,0.056872937
1160,0.053984548
1161,0.052039093
1162,0.049520209
1163,0.048787228
1164,0.049568586
1165,0.04841521
1166,0.049347184
1167,0.048698298
1168,0.04778449
1169,0.048766069
1170,0.04831832
1171,0.048745112
1172,0.049955455
1173,0.051818755
1174,0.053639064
1175,0.055798426
1176,0.058514782
1177,0.061213735
1178,0.064257609
1179,0.068463158
1180,0.070674058
1181,0.072934361
1182,0.07726887
1183,0.08001572
1184,0.083336535
1185,0.086034278
1186,0.087912254
1187,0.088046892
1188,0.088008726
1189,0.086868927
1190,0.087080156
1191,0.086527944
1192,0.085236839
1193,0.082509844
1194,0.080118546
1195,0.07815862
1196,0.075612569
1197,0.073071908
1198,0.069719906
1199,0.065862629
1200,0.061505495
1201,0.057215264
1202,0.053747929
1203,0.05130795
1204,0.047831054
1205,0.045922121
1206,0.043590839
1207,0.042276892
1208,0.041400163
1209,0.039814305
1210,0.039336339
1211,0.038371685
1212,0.036970378
1213,0.036562307
1214,0.034954326
1215,0.035047748
1216,0.034807869
1217,0.033925714
1218,0.035081791
1219,0.036625094
1220,0.036562766
1221,0.03814548
1222,0.038928593
1223,0.039199013
1224,0.039355177
1225,0.039239557
1226,0.038390028
1227,0.037734231
1228,0.037353505
1229,0.038986973
1230,0.039239675
1231,0.040450819
1232,0.04218228
1233,0.041427207
1234,0.04210265
1235,0.041849228
1236,0.042022981
1237,0.041506195
1238,0.042178337
1239,0.042891575
1240,0.04347158
1241,0.041978007
1242,0.042242244
1243,0.041744607
1244,0.043333504
1245,0.04435385
1246,0.044220162
1247,0.044793206
1248,0.043351883
1249,0.042650806
1250,0.043333823
1251,0.044016697
1252,0.044860943
1253,0.044696937
1254,0.044984999
1255,0.045076822
1256,0.044198077
1257,0.04281944
1258,0.042073198
1259,0.040756843
1260,0.041348333
1261,0.041182107
1262,0.041345039
1263,0.041895091
1264,0.041816342
1265,0.040366125
1266,0.039765404
1267,0.04038868
1268,0.039090286
1269,0.038535944
1270,0.038404397
1271,0.037363244
1272,0.037692179
1273,0.037927175
1274,0.03828691
1275,0.038320447
1276,0.038009835
1277,0.038925201
1278,0.039484749
1279,0.040349764
1280,0.038705591
1281,0.038586643
1282,0.038085056
1283,0.038093933
1284,0.039127827
1285,0.039092486
1286,0.038998825
1287,0.038280924
1288,0.038960207
1289,0.039305727
1290,0.039016213
1291,0.038917519
1292,0.039928254
1293,0.03874011
1294,0.038846167
1295,0.037881545
1296,0.037600396
1297,0.038255897
1298,0.038223321
1299,0.038641324
1300,0.039513144
1301,0.039761573
1302,0.040355795
1303,0.039727362
1304,0.039010359
1305,0.038729555
1306,0.038872488
1307,0.038429402
1308,0.039826548
1309,0.039824037
1310,0.041826123
1311,0.040522626
1312,0.040303948
1313,0.042180548
1314,0.042396853
1315,0.041885886
1316,0.045437341
1317,0.046396135
1318,0.047933942
1319,0.05108836
1320,0.054092292
1321,0.055194631
1322,0.058041663
1323,0.059937011
1324,0.061596486
1325,0.064182806
1326,0.068000336
1327,0.072015003
1328,0.075861529
1329,0.079949116
1330,0.083320275
1331,0.087810335
1332,0.091634484
1333,0.095936886
1334,0.098748687
1335,0.10162145
1336,0.10523993
1337,0.1090139
1338,0.11391309
1339,0.11674277
1340,0.11936094
1341,0.12119588
1342,0.12368478
1343,0.12529012
1344,0.1275039
1345,0.12878488
1346,0.12896405
1347,0.12989956
1348,0.12982772
1349,0.12837655
1350,0.12848306
1351,0.12828328
1352,0.12648812
1353,0.12454988
1354,0.12375478
1355,0.12319042
1356,0.11971908
1357,0.11771746
1358,0.11641346
1359,0.11387108
1360,0.11179764
1361,0.10796073
1362,0.10618592
1363,0.10331773
1364,0.098685235
1365,0.095218348
1366,0.093850864
1367,0.089504403
1368,0.085578835
1369,0.082184667
1370,0.078464857
1371,0.07392336
1372,0.070714982
1373,0.067290303
1374,0.064075681
1375,0.061147914
1376,0.058786288
1377,0.057057724
1378,0.055121331
1379,0.052451303
1380,0.049959586
1381,0.048604434
1382,0.048198389
1383,0.047915897
1384,0.047653913
1385,0.049279464
1386,0.050714539
1387,0.051848098
1388,0.052827079
1389,0.054301817
1390,0.056690258
1391,0.05822786
1392,0.061367332
1393,0.064262229
1394,0.06728604
1395,0.069423938
1396,0.071297383
1397,0.074817233
1398,0.076998055
1399,0.078348253
1400,0.082026354
1401,0.08373795
1402,0.084265154
1403,0.085538231
1404,0.086365464
1405,0.085815274
1406,0.084292107
1407,0.084328089
1408,0.082399236
1409,0.08033879
1410,0.07860558
1411,0.075189592
1412,0.071380793
1413,0.067572673
1414,0.065220667
1415,0.062496972
1416,0.059762924
1417,0.057721914
1418,0.054903809
1419,0.05223856
1420,0.04929947
1421,0.047827355
1422,0.045781479
1423,0.044952891
1424,0.044232089
1425,0.043512758
1426,0.042659963
1427,0.040744149
1428,0.038645641
1429,0.037670192
1430,0.038175373
1431,0.038753315
1432,0.039399196
1433,0.038844645
1434,0.038016056
1435,0.038715777
1436,0.037535667
1437,0.037891971
1438,0.038312023
1439,0.038153458
1440,0.038142116
1441,0.038018778
1442,0.039413097
1443,0.039832201
1444,0.040043972
1445,0.040565339
1446,0.041223627
1447,0.041877555
1448,0.042042359
1449,0.041143723
1450,0.042093036
1451,0.040737729
1452,0.038572487
1453,0.038226228
1454,0.03857374
1455,0.037789
1456,0.036060777
1457,0.036859568
1458,0.037186633
1459,0.03675825
1460,0.036606058
1461,0.035997658
1462,0.036159381
1463,0.038259253
1464,0.038291494
1465,0.038177687
1466,0.038538866
1467,0.039238113
1468,0.037810402
1469,0.0369385
1470,0.036762549
1471,0.036912852
1472,0.036889656
1473,0.036224003
1474,0.036617726
1475,0.036958948
1476,0.036252733
1477,0.037236694
1478,0.037743465
1479,0.037964195
1480,0.03844539
1481,0.03800533
1482,0.036624023
1483,0.03553833
1484,0.036251388
1485,0.036671773
1486,0.036732559
1487,0.037587226
1488,0.037656737
1489,0.036938991
1490,0.03739526
1491,0.037032489
1492,0.037456405
1493,0.037708526
1494,0.036759737
1495,0.036792425
1496,0.036551972
1497,0.036068785
1498,0.036225477
1499,0.035743346
1500,0.036396297
1501,0.036499236
1502,0.036567973
1503,0.03806518
1504,0.038097042
1505,0.038136686
1506,0.038389842
1507,0.038524891
1508,0.037525738
1509,0.037517232
1510,0.037442207
1511,0.037623672
1512,0.037355715
1513,0.036686985
1514,0.035713778
1515,0.03603539
1516,0.03589598
1517,0.035590849
1518,0.035236589
1519,0.035757681
1520,0.037360418
1521,0.037850389
1522,0.03801169
1523,0.037634015
1524,0.039393651
1525,0.039941107
1526,0.039789715
1527,0.040812132
1528,0.041239535
1529,0.04229239
1530,0.043004122
1531,0.043301581
1532,0.044559875
1533,0.047009702
1534,0.049344333
1535,0.050967756
1536,0.05306351
1537,0.054119099
1538,0.056738575
1539,0.059317749
1540,0.062375431
1541,0.064780647
1542,0.069799066
1543,0.073774164
1544,0.077475938
1545,0.081862763
1546,0.086389126
1547,0.090186558
1548,0.095091238
1549,0.09862849
1550,0.10360493
1551,0.10706268
1552,0.11047975
1553,0.11415002
1554,0.11799871
1555,0.12254987
1556,0.1252524
1557,0.12849395
1558,0.13127654
1559,0.13342808
1560,0.13557949
1561,0.13641859
1562,0.13642012
1563,0.13685156
1564,0.13745706
1565,0.13698853
1566,0.13640322
1567,0.1353958
1568,0.13417954
1569,0.13358057
1570,0.13193057
1571,0.13098844
1572,0.12998447
1573,0.12806302
1574,0.12579215
1575,0.12237149
1576,0.11883333
1577,0.11564052
1578,0.11340394
1579,0.11081343
1580,0.10865232
1581,0.1052256
1582,0.10348213
1583,0.10085567
1584,0.097431894
1585,0.094284798
1586,0.091146741
1587,0.087766428
1588,0.084569547
1589,0.081182925
1590,0.077596426
1591,0.075365886
1592,0.073911042
1593,0.070727925
1594,0.068854631
1595,0.066404645
1596,0.064907701
1597,0.062963066
1598,0.062161529
1599,0.060892869
1600,0.061010099
1601,0.059848509
1602,0.060891889
1603,0.062048786
1604,0.062698634
1605,0.06419074
1606,0.065848576
1607,0.068819041
1608,0.069478944
1609,0.072309356
1610,0.0753667
1611,0.0766447
1612,0.079597313
1613,0.083527621
1614,0.085809977
1615,0.087942273
1616,0.089798706
1617,0.090518895
1618,0.092048118
1619,0.092497475
1620,0.092298173
1621,0.091856718
1622,0.089535626
1623,0.086897499
1624,0.085253674
1625,0.08202262
1626,0.078569954
1627,0.075290368
1628,0.07338371
1629,0.068689739
1630,0.065216029
1631,0.061038923
1632,0.058800715
1633,0.055267444
1634,0.052614642
1635,0.049676673
1636,0.048015668
1637,0.046173389
1638,0.045253749
1639,0.044575918
1640,0.043742008
1641,0.043409143
1642,0.041724249
1643,0.040745238
1644,0.040279968
1645,0.03883719
1646,0.039133155
1647,0.040334659
1648,0.040425534
1649,0.040482765
1650,0.041033092
1651,0.04127713
1652,0.042643606
1653,0.042254605
1654,0.042205155
1655,0.043690415
1656,0.043718479
1657,0.042685689
1658,0.04083878
1659,0.041088919
1660,0.041900441
1661,0.041233998
1662,0.042291951
1663,0.042452707
1664,0.04233893
